"cell","ttype","ttype_sub","layer"
"SM-GE94H_S147_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE94H_S159_E1-50","Sst","Sst Esm1","6"
"SM-GE94H_S148_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE94H_S160_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE94H_S149_E1-50","Sst","Sst Tac2 Myh4","6"
"SM-GE94H_S162_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE94H_S151_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE94H_S141_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE94H_S164_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE94H_S152_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE94H_S142_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE94H_S123_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE94H_S124_E1-50","Sst","Sst Myh8 Etv1 ","6"
"SM-GE94H_S125_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE94H_S126_E1-50","Pvalb","Pvalb Gabrg1","6"
"SM-GE94H_S128_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE94H_S188_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE94H_S189_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE8YZ_S123_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE94H_S170_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE94H_S171_E1-50","Sst","Sst Esm1","5"
"SM-GE94H_S172_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE94H_S190_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE94H_S191_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE94H_S178_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE94H_S192_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE8YZ_S115_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE94H_S179_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE94H_S173_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE94H_S180_E1-50","Sst","Sst Crh 4930553C11Rik ","6"
"SM-GE8YZ_S116_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE8YZ_S118_E1-50","Sst","Sst Tac1 Tacr3","2/3"
"SM-GE94H_S182_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE8YZ_S125_E1-50","Sst","Sst Hpse Cbln4","6"
"SM-GE8YZ_S126_E1-50","Pvalb","Pvalb Calb1 Sst","6"
"SM-GE94H_S176_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE94H_S177_E1-50","Sst","Sst Tac1 Htr1d","2/3"
"SM-GE94H_S167_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5TM_S102_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE5TM_S103_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5TM_S116_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE5TM_S117_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5TM_S112_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5TM_S105_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5TM_S118_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5TM_S113_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5TM_S114_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5TM_S115_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5TM_S120_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5TM_S099_E1-50","Sst","Sst Hpse Cbln4","6"
"SM-GE5TM_S100_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5TM_S126_E1-50","Sst","Sst Crh 4930553C11Rik ","6"
"SM-GE5TM_S127_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5TM_S128_E1-50","Sst","Sst Myh8 Etv1 ","6"
"SM-GE5TM_S129_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5TM_S133_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5TM_S134_E1-50","Sst","Sst Calb2 Pdlim5","6"
"SM-GE5TM_S121_E1-50","Pvalb","Pvalb Vipr2","2/3"
"SM-GE5TM_S123_E1-50","Sst","Sst Crh 4930553C11Rik ","6"
"SM-GE5TM_S124_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5TM_S145_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5TM_S146_E1-50","Sst","Sst Esm1","5"
"SM-GE5TM_S147_E1-50","Sst","Sst Crh 4930553C11Rik ","6"
"SM-GE5TM_S158_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5TM_S159_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5TM_S141_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5TM_S160_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE5TM_S148_E1-50","Sst","Sst Nts","6"
"SM-GE5TM_S154_E1-50","Pvalb","Pvalb Gpr149 Islr","5"
"SM-GE5TM_S142_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5TM_S149_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE5TM_S143_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5TM_S151_E1-50","Sst","Sst Esm1","5"
"SM-GE5TM_S152_E1-50","Sst","Sst Tac2 Myh4","5"
"SM-GE5TM_S157_E1-50","Pvalb","Pvalb Tpbg","5"
"SM-GE5TM_S135_E1-50","Sst","Sst Mme Fam114a1","5"
"SM-GE5TM_S176_E1-50","Sst","Sst Myh8 Etv1 ","4"
"SM-GE5TM_S170_E1-50","Sst","Sst Chodl","5"
"SM-GE5TM_S163_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE5TM_S185_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5TM_S171_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5TM_S172_E1-50","Sst","Sst Tac1 Tacr3","6"
"SM-GE5TO_S139_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5TM_S165_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5TM_S166_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE5TM_S173_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5TO_S141_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE5TM_S187_E1-50","Pvalb","Pvalb Tpbg","4"
"SM-GE5TM_S174_E1-50","Sst","Sst Esm1","6"
"SM-GE5TM_S188_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5TM_S175_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5TO_S143_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5TM_S189_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5TO_S144_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5TM_S168_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5TM_S190_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE5TO_S168_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE5TS_S101_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE5TO_S181_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5TS_S098_E1-50","Pvalb","Pvalb Th Sst","6"
"SM-GE5TO_S182_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE5TS_S097_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE5TS_S100_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5TS_S104_E1-50","Sst","Sst Mme Fam114a1","5"
"SM-GE5TS_S105_E1-50","Sst","Sst Tac1 Tacr3","2/3"
"SM-GE5TO_S183_E1-50","Pvalb","Pvalb Akr1c18 Ntf3","6"
"SM-GE5TO_S180_E1-50","Pvalb","Pvalb Reln Tac1","5"
"SM-GE5TO_S184_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5TO_S187_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE5TS_S127_E1-50","Vip","Vip Pygm C1ql1","4"
"SM-GE5TS_S138_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE5TS_S109_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE5TS_S128_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5TS_S121_E1-50","Vip","Vip Crispld2 Htr2c","2/3"
"SM-GE5TS_S129_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE5TS_S132_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE5TS_S122_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE5TS_S110_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE5TS_S124_E1-50","Sst","Sst Tac2 Myh4","5"
"SM-GE5TS_S125_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE5TS_S130_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE5TS_S133_E1-50","Lamp5","Lamp5 Krt73","5"
"SM-GE5TS_S146_E1-50","Vip","Vip Lmo1 Fam159b","4"
"SM-GE5TS_S135_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE5TS_S159_E1-50","Vip","Vip Col15a1 Pde1a","1"
"SM-GE5TS_S148_E1-50","Vip","Vip Gpc3 Slc18a3","5"
"SM-GE5TS_S162_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE5TS_S149_E1-50","Sst","Sst Chrna2 Glra3","5"
"SM-GE5TS_S150_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE5TS_S151_E1-50","Sst","Sst Chrna2 Glra3","5"
"SM-GE5TS_S152_E1-50","Sst","Sst Esm1","6"
"SM-GE5TS_S156_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE5TS_S144_E1-50","Sst","Sst Esm1","5"
"SM-GE5TS_S174_E1-50","Sst","Sst Mme Fam114a1","5"
"SM-GE5TS_S187_E1-50","Sst","Sst Tac1 Htr1d","5"
"SM-GE5TS_S170_E1-50","Sst","Sst Calb2 Necab1","5"
"SM-GE5TS_S175_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5TS_S188_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE5TS_S192_E1-50","Sst","Sst Calb2 Pdlim5","4"
"SM-GE5TS_S176_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE5TS_S189_E1-50","Sst","Sst Crh 4930553C11Rik ","6"
"SM-GE5TS_S179_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE5TS_S180_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE8YZ_S145_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE5TS_S173_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE8YZ_S146_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE5TS_S182_E1-50","Pvalb","Pvalb Calb1 Sst","6"
"SM-GE5TS_S184_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE8YZ_S148_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
"SM-GE8YZ_S149_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE8YZ_S150_E1-50","Sst","Sst Mme Fam114a1","6"
"SM-GE8YZ_S151_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE8YZ_S152_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE8YZ_S153_E1-50","Pvalb","Pvalb Reln Tac1","6"
"SM-GE8YZ_S154_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE8YZ_S162_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE8YZ_S155_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE8YZ_S156_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE8YZ_S167_E1-50","Sst","Sst Myh8 Etv1 ","6"
"SM-GE8YZ_S168_E1-50","Sst","Sst Mme Fam114a1","6"
"SM-GE8YZ_S169_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE8YZ_S170_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE8YZ_S171_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE8YZ_S160_E1-50","Sst","Sst Myh8 Fibin","5"
"SM-GE8YZ_S172_E1-50","Pvalb","Pvalb Calb1 Sst","5"
"SM-GE8YZ_S173_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE8YZ_S188_E1-50","Sst","Sst Esm1","6"
"SM-GE8YR_S162_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE8YZ_S175_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE8YR_S157_E1-50","Pvalb","Pvalb Th Sst","6"
"SM-GE8YZ_S179_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE8YZ_S176_E1-50","Sst","Sst Esm1","6"
"SM-GE8YZ_S181_E1-50","Sst","Sst Nts","5"
"SM-GE8YR_S158_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE8YZ_S192_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE8YZ_S177_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8YR_S145_E1-50","Pvalb","Pvalb Gabrg1","6"
"SM-GE8YZ_S178_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE8YR_S166_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE8YR_S146_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE8YR_S159_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE8YR_S149_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE8YZ_S185_E1-50","Sst","Sst Myh8 Fibin","5"
"SM-GE8YZ_S186_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE8YR_S151_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE8YR_S152_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE8YR_S167_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8YR_S168_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8YR_S169_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8YR_S186_E1-50","Pvalb","Pvalb Calb1 Sst","6"
"SM-GE8YR_S187_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE8YR_S188_E1-50","Sst","Sst Nts","6"
"SM-GE8YR_S189_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE8YI_S006_E1-50","Pvalb","Pvalb Th Sst","6"
"SM-GE8YR_S190_E1-50","Sst","Sst Chodl","6"
"SM-GE8YI_S008_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE8YR_S192_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE8YI_S019_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE8YI_S037_E1-50","Sst","Sst Esm1","5"
"SM-GE8YI_S038_E1-50","Sst","Sst Tac2 Myh4","5"
"SM-GE8YI_S039_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE8YI_S027_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE8YI_S040_E1-50","Pvalb","Pvalb Th Sst","5"
"SM-GE8YI_S022_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE8YI_S028_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE8YI_S024_E1-50","Sst","Sst Calb2 Necab1","5"
"SM-GE8YI_S029_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE8YI_S042_E1-50","Sst","Sst Hpse Sema3c","5"
"SM-GE8YI_S025_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE8YI_S030_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE8YI_S043_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8YI_S032_E1-50","Sst","Sst Hpse Cbln4","4"
"SM-GE8YI_S044_E1-50","Sst","Sst Esm1","5"
"SM-GE8YI_S020_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8YI_S021_E1-50","Sst","Sst Hpse Cbln4","6"
"SM-GE8YI_S050_E1-50","Sst","Sst Rxfp1 Eya1","5"
"SM-GE8YI_S052_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE8YI_S053_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE8YI_S046_E1-50","Sst","Sst Mme Fam114a1","5"
"SM-GE8YI_S047_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE8YI_S056_E1-50","Sst","Sst Mme Fam114a1","5"
"SM-GE8YI_S059_E1-50","Sst","Sst Chrna2 Ptgdr","5"
"SM-GE8YI_S061_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE8YI_S062_E1-50","Pvalb","Pvalb Reln Itm2a","6"
"SM-GE8YI_S072_E1-50","Serpinf1","Serpinf1 Aqp5 Vip","2/3"
"SM-GE8YI_S064_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE8YI_S065_E1-50","Vip","Vip Ptprt Pkp2","4"
"SM-GE8YI_S066_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE8YI_S068_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE8YI_S069_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","2/3"
"SM-GE8YI_S070_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE8YI_S071_E1-50","Lamp5","Lamp5 Lsp1","5"
"SM-GE8YK_S014_E1-50","Pvalb","Pvalb Gpr149 Islr","5"
"SM-GE8YK_S015_E1-50","Pvalb","Pvalb Tpbg","4"
"SM-GE8YI_S089_E1-50","Sst","Sst Esm1","5"
"SM-GE8YK_S039_E1-50","Pvalb","Pvalb Reln Itm2a","5"
"SM-GE8YI_S090_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE8YK_S018_E1-50","Sst","Sst Chrna2 Ptgdr","5"
"SM-GE8YI_S091_E1-50","Sst","Sst Tac2 Tacstd2","6"
"SM-GE8YI_S092_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE8YK_S040_E1-50","Sst","Sst Rxfp1 Prdm8","6"
"SM-GE8YK_S020_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE8YK_S042_E1-50","Sst","Sst Nr2f2 Necab1","5"
"SM-GE8YI_S094_E1-50","Sst","Sst Esm1","5"
"SM-GE8YI_S077_E1-50","Sst","Sst Esm1","6"
"SM-GE8YK_S023_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","1"
"SM-GE8YK_S024_E1-50","Lamp5","Lamp5 Plch2 Dock5","2/3"
"SM-GE8YK_S001_E1-50","Lamp5","Lamp5 Lsp1","1"
"SM-GE8YI_S078_E1-50","Lamp5","Lamp5 Plch2 Dock5","1"
"SM-GE8YK_S045_E1-50","Vip","Vip Igfbp6 Car10","2/3"
"SM-GE8YK_S083_E1-50","Pvalb","Pvalb Reln Itm2a","4"
"SM-GE8YK_S065_E1-50","Pvalb","Pvalb Reln Itm2a","2/3"
"SM-GE8YK_S084_E1-50","Pvalb","Pvalb Sema3e Kank4","6"
"SM-GE8YK_S066_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE8YK_S067_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE8YK_S068_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE8YK_S075_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE8YK_S076_E1-50","Lamp5","Lamp5 Lhx6","5"
"SM-GE8YK_S077_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE8YK_S089_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE8YK_S095_E1-50","Pvalb","Pvalb Tpbg","2/3"
"SM-GE8YK_S092_E1-50","Sst","Sst Esm1","5"
"SM-GE8YB_S001_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE8YB_S002_E1-50","Pvalb","Pvalb Sema3e Kank4","5"
"SM-GE8YB_S004_E1-50","Vip","Vip Lmo1 Fam159b","2/3"
"SM-GE8YK_S090_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE8YK_S091_E1-50","Lamp5","Lamp5 Lhx6","6"
"SM-GE8YB_S018_E1-50","Sst","Sst Crh 4930553C11Rik ","5"
"SM-GE8YK_S094_E1-50","Sst","Sst Esm1","4"
"SM-GE8YB_S019_E1-50","Sst","Sst Crhr2 Efemp1","5"
"SM-GE8YB_S020_E1-50","Lamp5","Lamp5 Lsp1","5"
"SM-GE8YB_S006_E1-50","Vip","Vip Lmo1 Myl1","4"
"SM-GE8YB_S039_E1-50","Sst","Sst Chrna2 Glra3","5"
"SM-GE8YB_S040_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE8YB_S041_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE8YB_S044_E1-50","Lamp5","Lamp5 Lsp1","4"
"SM-GE8YB_S036_E1-50","Serpinf1","Serpinf1 Aqp5 Vip","2/3"
"SM-GE8YB_S045_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE8YB_S038_E1-50","Lamp5","Lamp5 Fam19a1 Tmem182","2/3"
"SM-GE8YB_S048_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE8YB_S049_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE8YB_S047_E1-50","Sst","Sst Tac1 Htr1d","4"
"SM-GE8YB_S053_E1-50","Vip","Vip Arhgap36 Hmcn1","2/3"
"SM-GE8YB_S052_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE8YB_S057_E1-50","Vip","Vip Arhgap36 Hmcn1","6"
"SM-GE8YB_S054_E1-50","Vip","Vip Pygm C1ql1","4"
"SM-GE8YB_S058_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE8YB_S056_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE8YB_S064_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE8YB_S085_E1-50","Vip","Vip Lmo1 Myl1","4"
"SM-GE8YB_S072_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE8YB_S073_E1-50","Vip","Vip Lect1 Oxtr","2/3"
"SM-GE8YB_S075_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE8YF_S013_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE8YF_S014_E1-50","Vip","Vip Arhgap36 Hmcn1","2/3"
"SM-GE8YF_S004_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE8YF_S020_E1-50","Vip","Vip Rspo1 Itga4","2/3"
"SM-GE8YF_S015_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE8YF_S005_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE8YF_S037_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE8YF_S038_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE8YF_S039_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE8YF_S053_E1-50","Vip","Vip Gpc3 Slc18a3","5"
"SM-GE8YF_S040_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE8YF_S054_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE8YF_S061_E1-50","Sst","Sst Esm1","6"
"SM-GE8YF_S041_E1-50","Vip","Vip Igfbp4 Mab21l1","2/3"
"SM-GE8YF_S042_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE8YF_S055_E1-50","Vip","Vip Lect1 Oxtr","2/3"
"SM-GE8YF_S033_E1-50","Sst","Sst Tac2 Tacstd2","5"
"SM-GE8YF_S043_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE8YF_S049_E1-50","Vip","Vip Gpc3 Slc18a3","5"
"SM-GE8YF_S056_E1-50","Vip","Vip Col15a1 Pde1a","5"
"SM-GE8YF_S050_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE8YF_S065_E1-50","Vip","Vip Chat Htr1f","2/3"
"SM-GE8YF_S051_E1-50","Vip","Vip Lmo1 Myl1","2/3"
"SM-GE8YF_S035_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE8YF_S045_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE8YF_S052_E1-50","Vip","Vip Lect1 Oxtr","2/3"
"SM-GE8YF_S046_E1-50","Vip","Vip Ptprt Pkp2","4"
"SM-GE8YF_S062_E1-50","Vip","Vip Ptprt Pkp2","2/3"
"SM-GE8YF_S070_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE8YF_S088_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE8YF_S082_E1-50","Vip","Vip Pygm C1ql1","2/3"
"SM-GE8YF_S071_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE8YF_S089_E1-50","Vip","Vip Crispld2 Kcne4","2/3"
"SM-GE8YF_S072_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8YF_S073_E1-50","Lamp5","Lamp5 Ntn1 Npy2r","2/3"
"SM-GE8YF_S090_E1-50","Sst","Sst Chodl","4"
"SM-GE8YF_S095_E1-50","Sncg","Sncg Vip Itih5","2/3"
"SM-GE8YF_S068_E1-50","Vip","Vip Rspo4 Rxfp1 Chat","2/3"
"SM-GE8YF_S075_E1-50","Lamp5","Lamp5 Lsp1","2/3"
"SM-GE8YF_S091_E1-50","Vip","Vip Lmo1 Fam159b","4"
"SM-GE8YF_S069_E1-50","Vip","Vip Lmo1 Myl1","5"
"SM-GE8YF_S085_E1-50","Vip","Vip Arhgap36 Hmcn1","4"
"SM-GE8YF_S078_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE8YF_S079_E1-50","Lamp5","Lamp5 Plch2 Dock5","5"
"SM-GE8YF_S086_E1-50","Vip","Vip Gpc3 Slc18a3","4"
"SM-GE8YF_S093_E1-50","Sncg","Sncg Vip Nptx2","5"
"SM-GE8YF_S094_E1-50","Vip","Vip Arhgap36 Hmcn1","5"
"SM-GE8YF_S087_E1-50","Vip","Vip Lmo1 Fam159b","4"
"SM-GE95M_S016_E1-50","Sst","Sst Crh 4930553C11Rik ","6"
"SM-GE95M_S031_E1-50","Sst","Sst Rxfp1 Eya1","6"
"SM-GE95M_S001_E1-50","Sst","Sst Crhr2 Efemp1","6"
"SM-GE95M_S011_E1-50","Sst","Sst Hpse Cbln4","5"
"SM-GE95M_S002_E1-50","Sst","Sst Nts","6"
"SM-GE95M_S003_E1-50","Sst","Sst Myh8 Etv1 ","5"
"SM-GE95M_S032_E1-50","Sst","Sst Rxfp1 Prdm8","5"
"SM-GE95M_S017_E1-50","Sst","Sst Calb2 Pdlim5","5"
"SM-GE95M_S012_E1-50","Sst","Sst Calb2 Pdlim5","2/3"
